word,meaning,example_sentences_1,meaning_example_sentences_1,example_sentences_2,meaning_example_sentences_2,image_url
矢印,mũi tên (kí hiệu),矢印に従って進んでください。,Xin hãy đi theo mũi tên.,この矢印は右を指しています。,Mũi tên này chỉ về bên phải.,https://t3.ftcdn.net/jpg/05/38/29/82/360_F_538298298_mGOTwTvDaGEZzZ4KOLqs5mICm5msSt2c.jpg
黒,màu đen,彼の車は黒です。,Xe của anh ấy màu đen.,私は黒い服が好きです。,Tôi thích đồ màu đen.,https://sm.ign.com/t/ign_jp/screenshot/default/bmw_g72r.1280.jpg
白,màu trắng,このシャツは白です。,Cái áo này màu trắng.,白い雪が降っています。,Tuyết trắng đang rơi.,https://i.scdn.co/image/ab6761610000517440b506efa9ac2c0ba692c01c
赤,màu đỏ,彼女は赤いドレスを着ています。,Cô ấy đang mặc một chiếc váy đỏ.,赤いリンゴがテーブルの上にあります。,Có một quả táo đỏ trên bàn.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/KanjiRedMatrix.svg/1200px-KanjiRedMatrix.svg.png
青,màu xanh,空は青いです。,Bầu trời thì màu xanh.,彼の目は青いです。,Mắt của anh ấy thì màu xanh.,https://i.ytimg.com/vi/gmC8Hm6G4MQ/maxresdefault.jpg
紺,màu xanh sẫm,彼は紺色のスーツを着ています。,Anh ấy đang mặc một bộ vest màu xanh sẫm.,紺のカバンを買いました。,Tôi đã mua một chiếc túi màu xanh sẫm.,https://upload.wikimedia.org/wikipedia/commons/4/4a/%E7%90%89%E7%92%83%E8%89%B2%E3%80%81%E7%B4%BA%E8%89%B2%E3%80%81%E6%99%AE%E9%AD%AF%E5%A3%AB%E8%97%8D.png
黄色,màu vàng,この花は黄色です。,Hoa này màu vàng.,黄色いバナナを食べました。,Tôi đã ăn một quả chuối màu vàng.,https://img.tuguaishou.com/designer_upload_asset/15/55/91/94/21/83/83e47c1498acf36cfcf9342385cc99bc.jpg!w700_w?auth_key=1897344000-0-0-ad7dc26dc3e618f75004e4d68a8a83d6
茶色,màu nâu,茶色の犬が公園で遊んでいます。,Con chó màu nâu đang chơi trong công viên.,彼は茶色の靴を履いています。,Anh ấy đang đi giày màu nâu.,https://as1.ftcdn.net/v2/jpg/02/45/31/34/1000_F_245313456_NtwyVCjB2PlbUfvD9BGUSa1W4CZk2c7G.jpg
しょうゆ,xì dầu,寿司にはしょうゆをつけます。,Tôi chấm sushi vào xì dầu.,しょうゆは日本料理に欠かせません。,Xì dầu là không thể thiếu trong ẩm thực Nhật Bản.,https://www.kikkoman.co.jp/products/assets/img/12248.jpg
ソール,nước sốt,このパスタには美味しいソールがあります。,Món mì này có nước sốt rất ngon.,ソールをかけて食べるのが好きです。,Tôi thích ăn với nước sốt.,https://www.seigensha.com/wp-content/uploads/978-4-86152-616-9-1.jpg
お客（さん）,vị khách,お客さんが来ました。,Có khách đến.,お客さんにサービスを提供します。,Tôi sẽ phục vụ khách hàng.,https://dol.ismcdn.jp/mwimgs/7/9/550/img_798988ba6dfa49e8789d440867cc0e4265090.jpg
〜 か 〜,hay là,コーヒーか紅茶、どちらがいいですか？,"Cà phê hay trà, cái nào thì tốt hơn?",映画か本、どちらが好きですか？,"Phim hay sách, bạn thích cái nào hơn?",https://files.tofugu.com/japanese-grammar/particle-ka/ka.jpg
ゆうべ,tối qua,ゆうべ、友達と映画を見ました。,"Tối qua, tôi đã xem phim với bạn bè.",ゆうべはとても寒かったです。,Tối qua rất lạnh.,"https://m.media-amazon.com/images/I/71o1uU07gfL._AC_UF1000,1000_QL80_.jpg"
さっき,lúc nãy,さっき、電話がかかってきました。,"Lúc nãy, có cuộc gọi đến.",さっき、彼に会ったばかりです。,"Lúc nãy, tôi vừa gặp anh ấy.",https://jlptsensei.com/wp-content/uploads/2020/01/sakki-%E3%81%95%E3%81%A3%E3%81%8D-%E3%81%95%E3%81%A3%E3%81%8D-jlpt-n4-grammar-meaning-%E6%96%87%E6%B3%95-%E4%BE%8B%E6%96%87-japanese-flashcards.png
茶道,trà đạo,茶道は日本の伝統的な文化です。,Trà đạo là văn hóa truyền thống của Nhật Bản.,彼女は茶道を習っています。,Cô ấy đang học trà đạo.,https://cdn.shopify.com/s/files/1/0369/6522/0411/files/10001_5_2b099d6d-bb25-45bf-bf7c-f8bf5ffb203a_480x480.jpg?v=1715747000
お茶を建てます,đánh trà,お茶を建てますときは、静かにします。,"Khi đánh trà, tôi sẽ giữ im lặng.",お茶を建てますが、手伝ってもいいですか？,"Tôi sẽ đánh trà, có thể giúp tôi không?",https://www.marukyu-koyamaen.co.jp/img-2019/about/enjoy-matcha.jpg
先に,trước,先に行ってください。,Xin hãy đi trước.,先に宿題を終わらせます。,Tôi sẽ hoàn thành bài tập trước.,https://tokyo-np.hanbai.jp/upload/save_image/04300927_66303ae4bd349.jpg
載せます,để lên,本をテーブルに載せます。,Tôi để sách lên bàn.,料理を皿に載せます。,Tôi để món ăn lên đĩa.,https://www.tanoshiijapanese.com/dictionary/entry_preview/19/98245/123159.png
これでいいですか,như thế này có được không,これでいいですか？もう少し大きい方がいいですか？,Như thế này có được không? Có cần lớn hơn một chút không?,これでいいですか、先生？,"Như thế này có được không, thầy?",https://nihongopic.com/wp-content/uploads/2019/10/ec9083455ea1fd2dfb49d74a20754d92.jpg
いかがですか,như thế nào ạ,この料理はいかがですか？,Món ăn này như thế nào ạ?,新しい仕事はいかがですか？,Công việc mới như thế nào ạ?,https://i.ytimg.com/vi/9x-EEsp9MwI/maxresdefault.jpg
苦い,đắng,この薬は苦いです。,Thuốc này thì đắng.,コーヒーが苦いので、砂糖を入れます。,Cà phê thì đắng nên tôi cho đường vào.,https://as1.ftcdn.net/v2/jpg/05/62/32/20/1000_F_562322000_VHuIfdfUxmzn4X3Z55cgu6g5CwcfKr2d.jpg
親子どんぶり,món cơm gồm có thịt gà và trứng để trong tô lớn,親子どんぶりが大好きです。,Tôi rất thích món cơm gà và trứng.,今日は親子どんぶりを作ります。,Hôm nay tôi sẽ làm món cơm gà và trứng.,https://park.ajinomoto.co.jp/wp-content/uploads/2018/03/703024.jpeg
材料,nguyên liệu,この料理には新鮮な材料が必要です。,Món ăn này cần nguyên liệu tươi ngon.,材料を全部揃えましたか？,Bạn đã chuẩn bị đủ nguyên liệu chưa?,https://www.cas.cn/kxcb/kpwz/201311/W020131118386245428802.jpg
〜分,phần ~ (biểu thị lượng),このケーキは4分の1を食べました。,Tôi đã ăn một phần tư cái bánh này.,水を2分入れてください。,Xin hãy cho vào 2 phần nước.,https://www.strokeorder.com/assets/bishun/animation/20998.gif
ーグラム,gram,この食材は500グラムです。,Nguyên liệu này nặng 500 gram.,砂糖は100グラム必要です。,Cần 100 gram đường.,https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=3382655188665146676
ー個,cái,りんごを3個買いました。,Tôi đã mua 3 cái táo.,卵は5個あります。,Có 5 cái trứng.,https://doshin-playguide.s3-ap-northeast-1.amazonaws.com/upload/save_image/03061508_65e808559e372.jpg
玉ねぎ,hành tây,玉ねぎを切るのが好きです。,Tôi thích cắt hành tây.,このスープには玉ねぎが入っています。,Món súp này có hành tây.,https://i.ytimg.com/vi/jvsk1iOENvA/maxresdefault.jpg
４分の１,một phần tư,ピザの4分の1を食べました。,Tôi đã ăn một phần tư cái pizza.,このケーキは4分の1が残っています。,Cái bánh này còn lại một phần tư.,https://souzoku-sozai.com/wp-content/uploads/2022/10/quarter_MV-576x576.jpg
調味料,gia vị,調味料を使って味を調えます。,Tôi sẽ dùng gia vị để điều chỉnh hương vị.,この料理には多くの調味料が必要です。,Món ăn này cần nhiều gia vị.,https://uchiyamaru.com/wp-content/uploads/2023/09/20230911.png
適当な大きさに,độ lớn thích hợp,野菜を適当な大きさに切ってください。,Xin hãy cắt rau thành độ lớn thích hợp.,肉を適当な大きさに切ります。,Tôi sẽ cắt thịt thành độ lớn thích hợp.,https://www.1101.com/umeda_iwata/images/top.jpg
なべ,nồi,なべでスープを作ります。,Tôi sẽ nấu súp trong nồi.,このなべはとても重いです。,Cái nồi này rất nặng.,https://www.yomeishu-online.jp/yomeishu-online_wp/wp-content/themes/yomeishu/images/special_nabe_white_p02_pc.jpg
火,lửa,火を使って料理をします。,Tôi nấu ăn bằng lửa.,火を消してください。,Xin hãy tắt lửa.,https://img.caixin.com/2025-01-10/173648591636510.jpg
火にかけます,bắc lên bếp,お湯を火にかけます。,Tôi bắc nước lên bếp.,スープを火にかけて、煮ます。,Tôi bắc súp lên bếp và nấu.,https://static.amanaimages.com/imgroom/rf_preview640/10260/10260000075.jpg
煮ます,nấu,野菜を煮ます。,Tôi nấu rau.,お肉を煮て、柔らかくします。,Tôi nấu thịt để nó mềm.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/30867/42049.png
煮えます,chín,ご飯が煮えました。,Cơm đã chín.,パスタが煮えたら、ソースを加えます。,"Khi mì đã chín, tôi sẽ thêm sốt vào.",https://www.tanoshiijapanese.com/dictionary/entry_preview/5/30862/42042.png
どんぶり,bát tô lớn,どんぶりにご飯を盛ります。,Tôi cho cơm vào bát tô lớn.,どんぶりでラーメンを食べます。,Tôi ăn mì ramen trong bát tô lớn.,https://www.myojousa.com/wp-content/uploads/2023/12/Featured-Image-min.jpg
たちます,trôi qua (thời gian),時間がたちます。,Thời gian trôi qua.,もう一時間たちました。,Đã trôi qua một giờ rồi.,https://www.tanoshiijapanese.com/dictionary/entry_preview/5/57616/75756.png
花が咲きます,(hoa) nở,春になると花が咲きます。,"Khi mùa xuân đến, hoa sẽ nở.",庭の花が咲きました。,Hoa trong vườn đã nở.,https://nihongopic.com/wp-content/uploads/2019/09/878e738d19212dbdfb66884dc85c2296.png
色が変わります,(màu) thay đổi,秋になると葉の色が変わります。,"Khi mùa thu đến, màu lá sẽ thay đổi.",この絵の色が変わりました。,Màu sắc của bức tranh này đã thay đổi.,https://nihongopic.com/wp-content/uploads/2019/09/3d84b193a3260f2ffd3f6e10938d263d.png
困ります,khó khăn,お金がなくて困ります。,Tôi gặp khó khăn vì không có tiền.,道に迷って困りました。,Tôi đã gặp khó khăn vì bị lạc đường.,https://stickershop.line-scdn.net/stickershop/v1/product/16617708/LINEStorePC/main.png?v=1
まるをつけます,đánh dầu tròn,テストの答えにまるをつけます。,Tôi đánh dấu tròn vào câu trả lời của bài kiểm tra.,間違えたところにまるをつけました。,Tôi đã đánh dấu tròn vào chỗ sai.,https://nihongopic.com/wp-content/uploads/2019/09/f25df739c85f11814a1067071a56eca5.png
病気が治ります,khỏi bệnh,薬を飲んで病気が治ります。,Uống thuốc sẽ khỏi bệnh.,休んでいると病気が治ります。,Nghỉ ngơi sẽ giúp khỏi bệnh.,https://langoal.com/images/32-%E2%80%93-11.png
故障が直ります,được sửa xong,この機械は故障が直りますか？,Cái máy này được sửa xong chưa?,故障が直ったので、また使えます。,"Vì đã sửa xong, nên có thể sử dụng lại.",https://t.pimg.jp/074/945/605/1/74945605.jpg
クリックします,click chuột,このボタンをクリックします。,Tôi sẽ click vào nút này.,リンクをクリックすると、ページが開きます。,"Khi bạn click vào liên kết, trang sẽ mở ra.",http://illustkun.com/wp-content/uploads/2018/05/illustkun-00266-click.png
入力します,nhập vào,データを入力します。,Tôi sẽ nhập dữ liệu.,パスワードを入力してください。,Xin hãy nhập mật khẩu.,https://faq.nec-lavie.jp/qasearch/1007/doc/answer/image/012/012586/012586d.png
正しい,đúng,この答えは正しいですか？,Câu trả lời này có đúng không?,正しい道を選んでください。,Xin hãy chọn con đường đúng.,https://kimini.online/blog/wp-content/uploads/2022/04/pixta_23409209_M-1200x675.jpg
向こう,đằng ấy,向こうに見える山は美しいです。,Ngọn núi ở đằng ấy thật đẹp.,向こうの店で買い物をしましょう。,Chúng ta hãy đi mua sắm ở cửa hàng đằng ấy.,https://i.ytimg.com/vi/mZPbXTQWb0k/sddefault.jpg
しま,đảo,このしまはとても静かです。,Hòn đảo này rất yên tĩnh.,しまに行くのが楽しみです。,Tôi rất mong chờ được đi đến đảo.,https://usagishima.net/wp-content/uploads/2022/03/logo_with_bun-1.png
港,cảng,港には多くの船があります。,Cảng có nhiều tàu thuyền.,私たちは港で待ちます。,Chúng ta sẽ chờ ở cảng.,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100086273325690
近所,hàng xóm,近所の人と仲良くしています。,Tôi đang thân thiện với hàng xóm.,近所に新しい家族が引っ越してきました。,Có một gia đình mới chuyển đến hàng xóm.,https://play-lh.googleusercontent.com/BeUTnwPFp0qITAxUmqQpOXpHMHzvF5xkNQzwSCOkw-IWn3Q0dAygsL_KwniCSUas-n0=w526-h296-rw
屋上,tầng thượng,屋上でバーベキューをします。,Chúng tôi sẽ tổ chức tiệc nướng ở tầng thượng.,屋上からの景色は素晴らしいです。,Cảnh từ tầng thượng thật tuyệt vời.,https://as2.ftcdn.net/jpg/02/36/41/55/1000_F_236415571_3cb0UxW9jpXUr86R3qM2xnOfbikPxkfr.jpg
海外,nước ngoài,海外旅行が好きです。,Tôi thích du lịch nước ngoài.,彼は海外で働いています。,Anh ấy làm việc ở nước ngoài.,https://share.america.gov/wp-content/uploads/2018/01/2018011101.jpg
山登り,leo núi,週末に友達と山登りに行きます。,Cuối tuần này tôi sẽ đi leo núi với bạn bè.,山登りはとても楽しいです。,Leo núi rất thú vị.,https://alocohawaii.com/files/article/%E3%83%8F%E3%83%AF%E3%82%A4%20%E5%B1%B1%E7%99%BB%E3%82%8A/%E3%83%8F%E3%83%AF%E3%82%A4%20%E5%B1%B1%E7%99%BB%E3%82%8A_01.webp
歴史,lịch sử,日本の歴史はとても興味深いです。,Lịch sử Nhật Bản rất thú vị.,彼は歴史の本をたくさん読んでいます。,Anh ấy đọc rất nhiều sách về lịch sử.,https://i.ytimg.com/vi/GXHNMWuDSdk/maxresdefault.jpg
機会,cơ hội,新しい仕事の機会がありました。,Tôi đã có cơ hội làm việc mới.,このイベントは良い機会です。,Sự kiện này là một cơ hội tốt.,https://japanesetest4you.com/infographic/275/jpvocab-kikai2-s.jpg
許可,sự cho phép,先生から許可をもらいました。,Tôi đã nhận được sự cho phép từ giáo viên.,この場所で写真を撮るには許可が必要です。,Cần có sự cho phép để chụp ảnh ở đây.,http://upload.sd-cancer.com/2022/0909/20220909063905754.jpg
丸,dấu tròn,この紙に丸をつけてください。,Hãy đánh dấu một vòng tròn trên tờ giấy này.,丸い形が好きです。,Tôi thích hình dạng tròn.,https://www.akanemaru.co.jp/assets/img/company/main-sp.jpg
ふりがな,chữ kana biểu thị cách đọc của chữ Hán,この漢字のふりがなが必要です。,Cần có chữ kana để chỉ cách đọc của chữ Hán này.,ふりがなをつけると、読みやすくなります。,"Khi có chữ kana, việc đọc sẽ dễ hơn.",https://static-cse.canva.com/blob/1714748/11.png
設備,thiết bị,この部屋には新しい設備があります。,Căn phòng này có thiết bị mới.,学校の設備を改善する必要があります。,Cần cải thiện thiết bị của trường học.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Stacken_0c137d_9086.jpg/220px-Stacken_0c137d_9086.jpg
レバー,cần,このレバーを引いてください。,Hãy kéo cần này.,レバーを回すと、音が出ます。,"Khi xoay cần, sẽ có âm thanh phát ra.",https://img-afd.7api-01.dp1.sej.co.jp/item-image/250366/85397D551FD0206C5BEA8A706351355C.jpg
